Product_Name,Brand,RAM,Offer,Ratings,Selling_Price,Total,Processor_Brand,Processor
Infinix ZEROBOOK 13 Intel Core i5 13th Gen ,Infinix,16 GB,22% ,4.3,61990,79990,Intel,Intel Core i5 Processor (13th Gen)
Acer ConceptD 5 Core i5 8th Gen ,Acer,8 GB,22% ,4.2,92990,119999,Intel,Intel Core i5 Processor (8th Gen)
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core AMD R9,ASUS,16 GB,38% ,4.2,149990,244990,AMD,AMD Ryzen 9 Octa Core Processor
Infinix INBook X1 Neo Series Celeron Quad Core 11th Gen ,Infinix,4 GB,6% ,4.1,27990,29999,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
DELL Core i5 12th Gen ,DELL,16GB,21% ,4.1,65990,83803,Processor:,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores
ASUS Ryzen 5 Octa Core ,ASUS,16 GB,24% ,4.2,74980,99500,AMD,AMD Ryzen 5 Octa Core Processor
Lenovo Ryzen 3 Quad Core ,Lenovo,8 GB,26% ,4.2,36480,49500,AMD,AMD Ryzen 3 Quad Core Processor
HP Core i5 13th Gen ,HP,8 GB,10% ,4.2,65499,72780,Intel,Intel Core i5 Processor (13th Gen)
Infinix ZEROBOOK 13 Intel Core i7 13th Gen ,Infinix,32 GB,35% ,4.2,76990,119990,Intel,Intel Core i7 Processor (13th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
DELL Inspiron Core i3 10th Gen ,DELL,8 GB,25% ,3.8,41590,55534,Intel,Intel Core i3 Processor (10th Gen)
HP Core i3 11th Gen ,HP,8 GB,19% ,4.3,40500,50314,Intel,Intel Core i3 Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
"ASUS Vivobook 14X OLED (2023) For Creator, Intel H",ASUS,16 GB,25% ,4.5,82990,110990,Intel,Intel Core i5 Processor (13th Gen)
ASUS Ryzen 5 Quad Core ,ASUS,16 GB,26% ,4.2,58990,79990,AMD,AMD Ryzen 5 Quad Core Processor
Lenovo Yoga Slim 7 Pro Intel Evo Core i5 11th Gen ,Lenovo,16 GB,35% ,4.2,69990,107690,Intel,Intel Core i5 Processor (11th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX ,ASUS,32 GB,16% ,4.2,361990,431990,AMD,AMD Ryzen 9 Octa Core Processor
HP Omen Ryzen 7 Octa Core 6800H ,HP,16 GB,10% ,4.2,110304,122560,AMD,AMD Ryzen 7 Octa Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
DELL Inspiron Core i5 10th Gen ,DELL,8 GB,7% ,4.3,62990,68142,Intel,Intel Core i5 Processor (10th Gen)
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS ,ASUS,16 GB,24% ,4.2,191990,254990,AMD,AMD Ryzen 9 Octa Core Processor
DELL Vostro Ryzen 3 Dual Core 3250U ,DELL,8 GB,24% ,4.1,38650,51105,AMD,AMD Ryzen 3 Dual Core Processor
DELL Ryzen 7 Octa Core AMD R7,DELL,16 GB,11% ,4.2,105990,120056,AMD,AMD Ryzen 7 Octa Core Processor
Infinix ZEROBOOK 13 Intel Core i5 13th Gen ,Infinix,16 GB,22% ,4.2,61990,79990,Intel,Intel Core i5 Processor (13th Gen)
Infinix INBook X1 Neo Series Celeron Quad Core 11th Gen ,Infinix,4 GB,6% ,4.1,27990,29999,Intel,Intel Celeron Quad Core Processor (11th Gen)
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i7 13th Gen ",ASUS,16 GB,18% ,4.2,129990,158990,Intel,Intel Core i7 Processor (13th Gen)
Infinix ZEROBOOK 13 Intel Core i7 13th Gen ,Infinix,32 GB,35% ,4.2,76990,119990,Intel,Intel Core i7 Processor (13th Gen)
Infinix INBook X1 Core i3 10th Gen ,Infinix,8 GB,24% ,4.2,37999,49999,Intel,Intel Core i3 Processor (10th Gen)
MSI Core i7 13th Gen ,MSI,16 GB,13% ,4.2,142990,165990,Intel,Intel Core i7 Processor (13th Gen)
MSI Core i3 12th Gen ,MSI,16 GB,27% ,4.2,42990,58990,Intel,Intel Core i3 Processor (12th Gen)
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H ,ASUS,16 GB,24% ,4.8,74990,98990,AMD,AMD Ryzen 7 Octa Core Processor
DELL Inspiron Core i5 11th Gen ,DELL,8 GB,5% ,3.9,65500,69000,Intel,Intel Core i5 Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
HP Envy x360 Ryzen 5 Hexa Core 5600U ,HP,16 GB,16% ,3.9,78790,94460,AMD,AMD Ryzen 5 Hexa Core Processor
HP Ryzen 5 Hexa Core ,HP,8 GB,23% ,4.2,66990,87716,AMD,AMD Ryzen 5 Hexa Core Processor
CHUWI Core i3 10th Gen ,CHUWI,8 GB,50% ,4.4,24990,49990,Intel,Intel Core i3 Processor (10th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
DELL Core i5 12th Gen ,DELL,16 GB,15% ,4.2,72799,86000,Intel,Intel Core i5 Processor (12th Gen)
Lenovo Ideapad Slim 3 Intel Core i3 10th Gen ,Lenovo,8 GB,29% ,4.3,38999,54999,Intel,Intel Core i3 Processor (10th Gen)
HP Pavilion Intel Core i5 11th Gen ,HP,16 GB,10% ,4.5,64990,72536,Intel,Intel Core i5 Processor (11th Gen)
Infinix ZERO BOOK Series Laptop Intel Core i5 12th Gen ,Infinix,16 GB,27% ,4.2,57990,79990,Intel,Intel Core i5 Processor (12th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,46% ,4.0,14990,27990,MediaTek,MediaTek MediaTek MT8788 Processor
SAMSUNG Galaxy Book2 Core i5 12th Gen ,SAMSUNG,16 GB,28% ,4.5,63990,88990,Intel,Intel Core i5 Processor (12th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
ASUS Zenbook 14 Flip Ryzen 9 Octa Core 5900HX ,ASUS,16 GB,21% ,4.2,134990,170990,AMD,AMD Ryzen 9 Octa Core Processor
DELL Inspiron Core i5 10th Gen ,DELL,8 GB,8% ,4.3,69900,76500,Intel,Intel Core i5 Processor (10th Gen)
ASUS Ryzen 7 Octa Core 12th Gen ,ASUS,16 GB,23% ,4.2,76400,99499,AMD,AMD Ryzen 7 Octa Core Processor (12th Gen)
DELL Inspiron Core i3 11th Gen ,DELL,8 GB,30% ,3.6,37990,54990,Intel,Intel Core i3 Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
HP OMEN Core i7 11th Gen ,HP,16 GB,14% ,4.2,166499,195210,Intel,Intel Core i7 Processor (11th Gen)
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i7 12th Gen ,ASUS,16 GB,39% ,4.8,139990,230990,Intel,Intel Core i7 Processor (12th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
ASUS Zenbook 14 OLED (2023) Intel EVO P,ASUS,16 GB,18% ,5.0,117990,144990,Intel,Intel Core i7 Processor (13th Gen)
ASUS ROG Flow Z13 (2022) Core i9 12th Gen ,ASUS,16 GB,28% ,4.2,171990,240990,Intel,Intel Core i9 Processor (12th Gen)
ASUS TUF Gaming A17 with 90Whr Battery Ryzen 5 Hexa Core AMD R5,ASUS,8 GB,18% ,4.4,58980,71990,AMD,AMD Ryzen 5 Hexa Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
DELL Inspiron Ryzen 5 Hexa Core 5625U ,DELL,8GB,21% ,4.0,54490,69031,Processor:,Processor: R5-5625U (2.30 GHz up to 4.30 GHz)
ASUS Zenbook 14 OLED (2023) Ryzen 7 Octa Core 7730U ,ASUS,16 GB,18% ,4.2,104990,128990,AMD,AMD Ryzen 7 Octa Core Processor
Infinix ZEROBOOK 13 Intel Core i5 13th Gen ,Infinix,16 GB,22% ,4.3,61990,79990,Intel,Intel Core i5 Processor (13th Gen)
Infinix INBook X1 Neo Series Celeron Quad Core 11th Gen ,Infinix,4 GB,6% ,4.1,27990,29999,Intel,Intel Celeron Quad Core Processor (11th Gen)
Acer Nitro Core i5 11th Gen ,Acer,8 GB,8% ,3.9,77500,85000,Intel,Intel Core i5 Processor (11th Gen)
DELL Core i3 11th Gen ,DELL,8 GB,37% ,3.2,35490,56426,Intel,Intel Core i3 Processor (11th Gen)
ASUS Pro P5 Core i7 8th Gen ,ASUS,8 GB,4% ,4.2,93990,98912,Intel,Intel Core i7 Processor (8th Gen)
Acer Swift 3 Core i5 8th Gen ,Acer,8 GB,15% ,3.6,55490,65546,Intel,Intel Core i5 Processor (8th Gen)
Infinix ZEROBOOK 13 Intel Core i7 13th Gen ,Infinix,32 GB,35% ,4.2,76990,119990,Intel,Intel Core i7 Processor (13th Gen)
Infinix INBook X1 Core i3 10th Gen ,Infinix,8 GB,24% ,4.2,37999,49999,Intel,Intel Core i3 Processor (10th Gen)
Acer Spin 3 Core i5 12th Gen ,Acer,16 GB,11% ,4.2,84990,95999,Intel,Intel Core i5 Processor (12th Gen)
MSI Core i5 11th Gen ,MSI,16 GB,21% ,4.3,65990,83990,Intel,Intel Core i5 Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
ALIENWARE Core i7 10th Gen ,ALIENWARE,16 GB,14% ,4.0,250000,293080,NVIDIA,NVIDIA GeForce RTX 2070
HP Victus Gaming Ryzen 5 Hexa Core 5600H ,HP,16 GB,17% ,4.1,59490,72526,AMD,AMD Ryzen 5 Hexa Core Processor
ASUS ExpertBook B9 Core i7 10th Gen ,ASUS,16 GB,17% ,5.0,142490,172990,Intel,Intel Core i7 Processor (10th Gen)
ASUS (2022) Celeron Dual Core ,ASUS,4 GB,20% ,4.3,29290,36990,Intel,Intel Celeron Dual Core Processor
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
HP Chromebook (2023) Intel Core i5 11th Gen ,HP,8 GB,29% ,3.9,50990,72154,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,27% ,5.0,97990,135690,AMD,AMD Ryzen 7 Octa Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
Acer Swift 7 Core i5 7th Gen ,Acer,8 GB,19% ,4.4,80990,99999,Intel,Intel Core i5 Processor (7th Gen)
HP Intel Core i3 11th Gen ,HP,8 GB,19% ,4.4,37500,46561,Intel,Intel Core i3 Processor (11th Gen)
"ASUS Vivobook 14X (2023) For Creator, Intel H",ASUS,16 GB,21% ,4.2,82373,105000,Intel,Intel Core i5 Processor (13th Gen)
Lenovo IdeaPad Gaming 3 Intel Core i5 10th Gen ,Lenovo,8 GB,26% ,4.3,62990,85290,Intel,Intel Core i5 Processor (10th Gen)
Infinix ZEROBOOK 13 Intel Core i5 13th Gen ,Infinix,16 GB,22% ,4.3,61990,79990,Intel,Intel Core i5 Processor (13th Gen)
Infinix INBook X1 Neo Series Celeron Quad Core 11th Gen ,Infinix,4 GB,6% ,4.1,27990,29999,Intel,Intel Celeron Quad Core Processor (11th Gen)
DELL Core i3 11th Gen ,DELL,8 GB,37% ,3.2,35490,56426,Intel,Intel Core i3 Processor (11th Gen)
ASUS TUF GAMING A15 Ryzen 5 Hexa Core 4600H ,ASUS,8 GB,13% ,4.2,65990,75990,AMD,AMD Ryzen 5 Hexa Core Processor
Infinix ZEROBOOK 13 Intel Core i7 13th Gen ,Infinix,32 GB,35% ,4.2,76990,119990,Intel,Intel Core i7 Processor (13th Gen)
Infinix INBook X1 Core i3 10th Gen ,Infinix,8 GB,24% ,4.2,37999,49999,Intel,Intel Core i3 Processor (10th Gen)
Lenovo Yoga 6 Ryzen 7 Octa Core 4700U ,Lenovo,16 GB,32% ,4.5,81998,121600,AMD,AMD Ryzen 7 Octa Core Processor
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX ,ASUS,32 GB,16% ,4.2,391990,467990,AMD,AMD Ryzen 9 Octa Core Processor
ASUS ROG Zephyrus G14 (2022) Ryzen 9 Octa Core AMD R9,ASUS,32 GB,28% ,4.0,177490,246990,AMD,AMD Ryzen 9 Octa Core Processor
Acer Nitro Core i5 11th Gen ,Acer,8 GB,8% ,3.9,77500,85000,Intel,Intel Core i5 Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
ASUS ROG Flow X13 (2022) with Radeon RX 6850M XT eGPU Ryzen 7 Octa Core 6800HS ,ASUS,32 GB,22% ,4.2,264990,341990,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo ThinkBook 14 Core i5 11th Gen ,Lenovo,8 GB,26% ,4.4,63051,85444,Intel,Intel Core i5 Processor (11th Gen)
CHUWI Core i3 10th Gen ,CHUWI,8 GB,50% ,4.4,24990,49990,Intel,Intel Core i3 Processor (10th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
Acer Aspire 5 Core i5 11th Gen ,Acer,4 GB,4% ,4.2,54990,57327,Intel,Intel Core i5 Processor (11th Gen)
HP Ryzen 3 Dual Core ,HP,8 GB,31% ,3.9,29990,43628,AMD,AMD Ryzen 3 Dual Core Processor
ASUS ROG Strix G18 (2023) with 90WHr Battery Intel HX,ASUS,16 GB,16% ,4.2,169990,203990,Intel,Intel Core i7 Processor (13th Gen)
ASUS ROG Strix G16 (2023) with 90WHr Battery Intel HX,ASUS,16 GB,45% ,4.2,144990,263990,Intel,Intel Core i5 Processor (13th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
ASUS ROG Zephyrus G14 (2023) with 76WHr Battery Ryzen 9 Octa Core 7940HS ,ASUS,32 GB,16% ,4.2,266990,317990,AMD,AMD Ryzen 9 Octa Core Processor
Lenovo Ideapad 720S Core i5 8th Gen ,Lenovo,8 GB,10% ,3.3,74990,83458,Intel,Intel Core i5 Processor (8th Gen)
HP Victus Ryzen 7 Octa Core 5800H ,HP,16 GB,23% ,4.2,107990,140347,AMD,AMD Ryzen 7 Octa Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS ,ASUS,16 GB,32% ,4.0,135990,201990,AMD,AMD Ryzen 9 Octa Core Processor
ASUS TUF Gaming A15 (2023) with 90WHr Battery Ryzen 9 Octa Core 7940HS ,ASUS,16 GB,69% ,4.2,131990,431990,AMD,AMD Ryzen 9 Octa Core Processor
ASUS ZenBook 13 Core i5 8th Gen ,ASUS,8 GB,26% ,4.1,66990,90990,Intel,Intel Core i5 Processor (8th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,46% ,4.0,14990,27990,MediaTek,MediaTek MediaTek MT8788 Processor
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
HP Ryzen 3 Dual Core ,HP,8 GB,31% ,3.9,29990,43628,AMD,AMD Ryzen 3 Dual Core Processor
MSI Summit E15 Core i7 11th Gen ,MSI,16 GB,13% ,4.0,135990,156990,Intel,Intel Core i7 Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
CHUWI Core i3 10th Gen ,CHUWI,8 GB,50% ,4.4,24990,49990,Intel,Intel Core i3 Processor (10th Gen)
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen ,ASUS,32 GB,28% ,4.2,219990,306990,Intel,Intel Core i9 Processor (12th Gen)
APPLE MacBook Pro Core i5 8th Gen ,APPLE,8 GB,9% ,4.2,162490,179900,Intel,Intel Core i5 Processor (8th Gen)
Acer Aspire 3 Core i3 11th Gen ,Acer,8 GB,24% ,4.3,37550,49999,Intel,Intel Core i3 Processor (11th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
ASUS Vivobook Ultra K15 Core i5 11th Gen ,ASUS,8 GB,9% ,4.7,62500,69000,Intel,Intel Core i5 Processor (11th Gen)
DELL Core i5 11th Gen ,DELL,16 GB,28% ,4.2,65500,91000,Intel,Intel Core i5 Processor (11th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
ASUS Ryzen 5 Octa Core ,ASUS,16 GB,26% ,4.2,65999,89900,AMD,AMD Ryzen 5 Octa Core Processor
Lenovo IdeaPad 3 Intel Core i5 12th Gen ,Lenovo,8 GB,21% ,4.2,58990,75000,Intel,Intel Core i5 Processor (12th Gen)
ASUS VivoBook 15 Core i3 10th Gen ,ASUS,8 GB,34% ,3.5,28990,43990,Intel,Intel Core i3 Processor (10th Gen)
DELL Vostro Core i5 11th Gen ,DELL,8 GB,13% ,4.2,61499,71000,Intel,Intel Core i5 Processor (11th Gen)
HP Chromebook x360 Intel Celeron Dual Core ,HP,4 GB,28% ,4.1,22990,32295,Intel,Intel Celeron Dual Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
MSI Creator 15 Core i7 10th Gen ,MSI,32 GB,3% ,4.2,214990,223490,Intel,Intel Core i7 Processor (10th Gen)
ASUS ROG Zephyrus S15 Core i7 10th Gen ,ASUS,32 GB,27% ,4.2,234990,324990,Intel,Intel Core i7 Processor (10th Gen)
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
DELL Core i5 11th Gen ,DELL,8 GB,26% ,4.2,55500,76000,Intel,Intel Core i5 Processor (11th Gen)
GIGABYTE G5 MD Core i5 11th Gen ,GIGABYTE,16 GB,34% ,4.4,65990,99990,Intel,Intel Core i5 Processor (11th Gen)
Acer Aspire 5 Gaming Core i5 12th Gen ,Acer,16 GB,32% ,3.9,60500,89990,Intel,Intel Core i5 Processor (12th Gen)
ASUS Zenbook 13 Intel EVO Core i5 11th Gen ,ASUS,8 GB,17% ,4.4,73999,89999,Intel,Intel Core i5 Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
MSI Core i7 13th Gen ,MSI,16 GB,14% ,4.2,114990,134990,Intel,Intel Core i7 Processor (13th Gen)
DELL Alienware Core i7 12th Gen ,DELL,16 GB,23% ,4.2,246490,320926,Intel,Intel Core i7 Processor (12th Gen)
CHUWI Core i3 10th Gen ,CHUWI,8 GB,50% ,4.4,24990,49990,Intel,Intel Core i3 Processor (10th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H ,Lenovo,8 GB,36% ,3.8,66490,104890,AMD,AMD Ryzen 5 Hexa Core Processor
Acer Aspire 3 Ryzen 3 Dual Core R33250U ,Acer,4 GB,17% ,4.2,35500,42999,AMD,AMD Ryzen 3 Dual Core Processor
Acer Aspire 3 Core i3 11th Gen ,Acer,8 GB,26% ,4.0,38700,52999,Intel,Intel Core i3 Processor (11th Gen)
HP Laptop Ryzen 3 Quad Core 5300U ,HP,8 GB,24% ,4.2,37990,50565,AMD,AMD Ryzen 3 Quad Core Processor
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Acer Swift 5 Core i5 8th Gen ,Acer,8 GB,26% ,4.0,64990,87999,Intel,Intel Core i5 Processor (8th Gen)
Acer Aspire Core i5 12th Gen ,Acer,8 GB,27% ,3.9,48159,65999,Intel,Intel Core i5 Processor (12th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,46% ,4.0,14990,27990,MediaTek,MediaTek MediaTek MT8788 Processor
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
DELL Core i5 12th Gen ,DELL,8 GB,22% ,4.2,64190,83319,Intel,Intel Core i5 Processor (12th Gen)
Avita Liber Core i7 8th Gen ,Avita,8 GB,15% ,4.2,67990,79990,Intel,Intel Core i7 Processor (8th Gen)
DELL Inspiron Core i5 12th Gen ,DELL,16 GB,22% ,2.2,88490,114382,Intel,Intel Core i5 Processor (12th Gen)
DELL Inspiron Core i5 11th Gen ,DELL,8 GB,37% ,3.9,54561,87129,Intel,Intel Core i5 Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
CHUWI Core i3 10th Gen ,CHUWI,8 GB,50% ,4.4,24990,49990,Intel,Intel Core i3 Processor (10th Gen)
Acer Spin 7 Core i7 7th Gen ,Acer,8 GB,3% ,4.0,119990,124900,Pre-installed,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)"
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7,ASUS,16 GB,26% ,4.6,63990,86990,AMD,AMD Ryzen 7 Octa Core Processor
Acer Aspire 5 Core i5 11th Gen ,Acer,8 GB,21% ,4.3,51950,66000,Intel,Intel Core i5 Processor (11th Gen)
ASUS Ryzen 5 Hexa Core ,ASUS,8 GB,20% ,4.6,49990,62989,AMD,AMD Ryzen 5 Hexa Core Processor
HP Pavilion Ryzen 5 Hexa Core AMD R5,HP,8 GB,14% ,4.4,69990,81869,AMD,AMD Ryzen 5 Hexa Core Processor
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
ASUS Core i5 13th Gen ,ASUS,16 GB,19% ,4.2,85990,106990,Intel,Intel Core i5 Processor (13th Gen)
